Property ID,Listing Agent ID,Listing Date,Property Type,Address,City,State,ZIP Code,Country,Price,Number of Bedrooms,Number of Bathrooms,Square Footage,Lot Size,Year Built,Amenities,Description,Status
358,3002,2023-08-06,Condo,52198 Ward Land,West Kimberly,DC,12264,USA,1979850,3,3,5475,23715,1961,"Gym, Swimming Pool, Fireplace, Garage, Garden",Congress position hair recently. Center too he leg strong range price. Now red scene state ok responsibility figure.,Sold
359,9992,2023-08-28,Condo,79975 Knight Circle,East Wendy,MD,79844,USA,2854947,1,5,13662,49337,2000,"Swimming Pool, Garden, Fireplace, Garage","Since cultural pretty better head. Actually involve market. Into give talk have third yet.
Story fly history third. List turn drive.",Sold
360,6900,2023-10-02,Apartment,738 Erica Brooks,Briannaberg,FM,26711,USA,2469293,5,3,12987,26206,2002,"Garden, Gym, Garage","Need style year really message happen cell.
Sea sister check tree heavy at. If career defense drop.",Active
361,8715,2023-12-02,Single Family Home,5607 Patricia Vista,Elliottland,ME,69653,USA,2004143,7,5,5598,47158,2017,"Fireplace, Garage","Series arm business relate claim reason. Center light short site important store baby.
Loss arrive stay mouth short audience. Above relate expert tonight.",Active
362,4519,2023-09-30,Condo,4494 James Cove Suite 635,Gillside,AK,58704,USA,1974519,6,5,13122,49462,1992,"Garage, Garden, Swimming Pool, Gym",Spring business party any someone mention. City space green police. Pm training hard six during choose.,Pending
363,9364,2023-07-26,Condo,583 Kimberly Mills,South Robertport,KY,42508,USA,1507047,10,2,3273,32755,2010,"Garden, Gym, Fireplace",Vote but billion apply give. Water south nature interesting seat democratic least. Fall life home seat important indicate.,Pending
364,2070,2023-11-16,Apartment,1099 James Tunnel Suite 633,Franktown,IN,12624,USA,1506798,1,4,9790,5530,1991,"Fireplace, Swimming Pool",Player save ok discover research pretty law. Few small room station Democrat whole. Case after approach able. Save manager possible where stay leader growth soldier.,Active
365,4011,2023-11-24,Condo,5697 Leslie Cove Suite 186,East Tina,AL,87876,USA,2052507,1,2,10480,15407,1952,Swimming Pool,"Third table available him current decision. Beyond woman fight.
Trip base trip catch too improve tend. Whose boy heavy off pass mother include. Strategy enough center drop scene unit employee.",Pending
366,4504,2023-05-07,Single Family Home,72990 Irwin Cliffs,Port Matthew,ND,78859,USA,2282120,8,3,14813,18336,2020,"Garden, Garage, Fireplace, Gym","Drive camera anyone low enter product look.
Yourself teacher only whether last into open. Force build similar who. Far could behavior east and production.",Active
367,5426,2023-09-21,Single Family Home,3748 Jenna Underpass Suite 142,New Johnnyfort,PR,05046,USA,2130343,6,3,6662,38430,2021,"Gym, Garage, Fireplace, Swimming Pool, Garden","Rate also low cell sport. Leader protect sort woman around. Arm for mission certainly. Cut central detail test trial.
Hand shake material individual without generation. Approach save old occur.",Pending
368,1389,2024-02-12,Single Family Home,98206 Wesley Passage,Tiffanyborough,MA,34875,USA,701850,5,2,1768,23236,2000,"Garage, Gym",Republican other last. Our again rather probably fire international series. Through have prove. Walk market these trial any.,Pending
369,8311,2023-11-25,Condo,280 Brittany Springs Suite 515,New Bradley,MI,04040,USA,562817,2,2,7963,6205,1977,"Garage, Fireplace, Gym","Truth finish almost truth too memory. Stop main hold ago moment blood enjoy.
Yet from hundred clear father. This word your rather born ago rock. Break none soldier record detail wait.",Active
370,3657,2024-02-15,Apartment,187 Roach Bypass Suite 674,New Joseph,PW,75776,USA,2932125,2,4,3141,49406,1973,"Garage, Gym, Fireplace","It operation human available. Evidence admit answer.
World option top compare. Public course at news crime sport.
School civil dark walk avoid water. Grow tough administration sound toward.",Active
371,8484,2023-08-26,Single Family Home,1255 Moody Trail Suite 486,North Beverly,AK,59669,USA,515725,3,2,1616,17106,2018,Swimming Pool,Relationship throughout present sure identify. Main three some visit say old.,Sold
372,7316,2023-03-01,Apartment,16143 Diana Creek,East Heather,MI,85695,USA,1004029,4,2,10719,11531,1975,"Gym, Swimming Pool",Practice require situation have else. Well relate blue. Road physical quality wait. Station discover low recently site.,Active
373,4485,2023-07-15,Condo,3938 Katherine Avenue Suite 419,Markhaven,DC,66323,USA,1171604,8,3,8502,30970,1951,Fireplace,"Bar professional role prepare country plan.
Brother recently similar set. Watch west claim add. Hundred media all discussion. Special number who information difference sound.",Active
374,1946,2023-07-27,Condo,29483 Hannah Courts,East Stevenmouth,NM,53103,USA,714375,10,2,2308,46876,1960,"Garden, Gym, Swimming Pool",Structure simply lead level plan that reveal. Follow lay visit believe note.,Active
375,3621,2023-04-13,Apartment,58393 Smith Lane Suite 351,Claytonberg,MN,08819,USA,1074819,10,2,14400,31339,2019,"Garage, Gym",Move guy president talk know personal girl. Place exist research set. Teacher social method close a simply describe.,Active
376,5651,2023-05-04,Single Family Home,87894 Parker Circle Apt. 087,New Stevenfurt,NY,29283,USA,383007,2,3,6949,43390,1980,"Fireplace, Garden","Issue big same. Data politics road quite physical.
Already hot to blood wonder. Resource big through behind trial.
Firm financial he door go. Shake contain no tax set.",Sold
377,8694,2023-09-27,Single Family Home,72849 Emily Mall,Sherrychester,AS,47292,USA,1329416,9,3,3236,35255,2011,"Garage, Gym, Fireplace, Garden, Swimming Pool",Relate field drop old bank among that. Through ground action memory. Good since part may know life.,Active
378,3253,2023-09-08,Condo,3391 Mary Fields Apt. 312,West Tylerfort,CA,63069,USA,1526750,5,4,2812,28032,1951,"Swimming Pool, Gym","Gun recent determine direction. Seat yeah morning heavy particularly.
Possible wrong start arm. Already positive apply someone really.",Active
379,6590,2023-06-24,Single Family Home,67663 Hanna Lakes,North Michaelville,DC,31762,USA,2398181,6,2,6601,42019,2005,Fireplace,Health state too study home. Fund condition hotel however front never sell decision. Itself summer wear protect believe woman city.,Active
380,7320,2023-04-01,Apartment,0147 Burns Highway Suite 205,New Ashleyport,PA,91266,USA,164847,8,3,3907,49325,1989,"Fireplace, Garage, Swimming Pool","Me effect south establish traditional. Newspaper suggest authority air any note. Thank concern hit huge or represent smile.
Professional something economy international.",Sold
381,6135,2023-03-25,Condo,23375 Vanessa Field Apt. 759,East Evan,VT,42065,USA,927567,4,2,7715,10335,2002,"Garage, Garden, Gym, Swimming Pool",History book agency small certain task mission. Seek role point sea government worker behind. Age group rate world season learn lead character. News forget picture in great hair clearly establish.,Pending
382,5956,2023-12-11,Single Family Home,9886 Kane Parkways Suite 845,Mcconnellmouth,NC,60190,USA,699699,2,2,1576,36210,2010,"Fireplace, Garden, Garage","Hundred newspaper child process now themselves positive. Alone general sell language.
Like state thousand by. Prevent put almost piece film quickly them. Thought father head.",Active
383,2894,2023-05-18,Condo,083 Lewis Union Apt. 221,North Brittanyhaven,SC,12176,USA,327280,1,1,8945,36541,2014,"Gym, Garage","Support themselves back simply bring. Few staff system.
Law scientist outside back. Meet magazine eye bar.
International call team inside well edge. Past specific kind. Those police tell within.",Active
384,8004,2023-08-02,Apartment,869 Lee Hill Apt. 560,East Erikaview,ND,45941,USA,2750023,5,5,13858,24173,1987,"Garage, Garden","Already near very. Those than who staff step.
Arrive success big paper. Military since senior standard along father through. Treatment senior bit provide environmental.",Sold
385,6699,2024-01-06,Condo,28871 Sheryl Locks Apt. 010,South Jamesland,MH,24437,USA,1769020,8,2,10904,48112,1963,"Gym, Fireplace, Garden, Garage",Prevent man page wait huge. Sure door finish hour property plan bag. Including indeed explain contain open fact order look.,Sold
386,6382,2023-06-21,Single Family Home,59546 Bond Rue,Jenniferview,MP,58185,USA,2622117,7,3,2880,33145,1964,"Garage, Swimming Pool, Gym, Fireplace, Garden","Run quality machine sure technology. Soldier mean reduce including threat reason. Five base commercial.
Image especially ground quickly paper its. Spend maybe item nature likely most.",Active
387,6656,2023-08-28,Apartment,8625 Benson Estate Apt. 260,East Kyle,IN,80525,USA,916564,2,1,4129,23598,1988,"Gym, Garden, Fireplace, Garage, Swimming Pool","Mission support join both. Bit money with wrong when. Star before attorney large author father art.
See particular wrong area when school open. Start pretty conference might or onto.",Pending
388,9465,2023-09-22,Apartment,8636 Mclaughlin Valleys,North Edwinton,CO,38267,USA,1576463,10,2,11594,16693,1979,"Swimming Pool, Fireplace","Day recent describe realize laugh never level seem. Attorney present future color she. North kind who beat win.
Dream than tree test quite. Edge total police in ever could.",Pending
389,6140,2023-08-31,Condo,1934 Amber Plaza,Medinashire,AK,27907,USA,1744993,9,4,5516,46774,1981,"Swimming Pool, Garage, Fireplace, Gym, Garden",Meeting matter will difference college company direction leader. Send town investment drive. Wish important tell nothing bag.,Pending
390,5984,2023-09-05,Apartment,88225 Walters Overpass Apt. 481,East Rubenside,AR,32424,USA,464216,8,3,6420,42905,1960,"Fireplace, Gym, Garage",Anything miss issue. Civil in about around owner. Expect along walk trip.,Sold
391,1215,2023-07-20,Condo,58751 Terry Path Apt. 046,Melissaberg,IA,21628,USA,1792566,6,2,9897,48490,1994,"Garage, Swimming Pool, Gym, Fireplace",Situation same this feel. Challenge finish already.,Pending
392,6194,2023-03-12,Apartment,511 Daniel Corner Apt. 523,New Nicole,MN,65873,USA,1314475,4,4,13480,46661,1995,Swimming Pool,"Mr clearly challenge that possible relationship. Ground enjoy city half. Sit trouble third town network heavy nation.
Table us field third effort fund term. Statement store model guy red.",Sold
393,6598,2024-02-08,Single Family Home,428 Wright Plain Suite 751,Stephenville,AL,22159,USA,105765,2,2,4855,46478,1994,"Fireplace, Gym, Garden","She center goal range list. Example class team myself. College recent firm control street hour member.
Author develop happen with. Player wait sister rich nor. Certain part race space mother.",Pending
394,4878,2023-06-29,Apartment,450 Ramirez Plains,West Tara,HI,44136,USA,2671913,7,3,7566,45754,1995,"Swimming Pool, Garden, Garage, Fireplace",Expert couple ahead contain. Skill institution section. Join expert assume season today wide. Through support example look case foot.,Active
395,1045,2023-07-24,Apartment,819 Emily Wall,Vegastad,SC,42181,USA,1301889,2,2,10039,40687,1989,Garage,"The rule seven usually create. Security six will white always box prepare.
Three rich present kid analysis.
Place local power word serve represent she.",Sold
396,8446,2023-04-01,Condo,80397 James River,Brownmouth,TX,39666,USA,581954,10,1,9055,9038,1958,"Swimming Pool, Gym, Garden, Garage",Support scientist anything reality fish blood. Forward actually scientist return.,Pending
397,1292,2023-12-06,Condo,5995 Ferguson Crescent Suite 730,Port Daniel,KY,28830,USA,544067,6,3,4951,7038,1999,Garden,"Think risk accept attorney. Daughter find run ability image box various. Away might so other establish air.
Current oil fact plant recognize. Ready million majority.",Active
398,9057,2023-09-29,Apartment,9922 Jessica Extension,Wyattmouth,NC,47146,USA,1742503,8,3,14779,14008,1976,Swimming Pool,"Purpose condition new like ready range nearly. Baby trip trial respond. Similar less place.
Minute system development. Example else along room have nothing former.",Sold
399,2977,2023-10-26,Condo,123 Samantha Hill Apt. 262,Adamsport,AZ,54383,USA,1082938,6,4,7221,26845,1989,"Garden, Gym, Fireplace","Born guy like economic thus top. Growth us conference could.
Staff spring avoid boy just nearly town answer. Memory talk social page small pull hot.",Active
400,7847,2023-04-01,Condo,13357 Jacqueline River Suite 623,East Brittanyville,VT,07873,USA,412753,2,1,7534,10874,1994,"Swimming Pool, Garden","Relationship peace eye decision. Against paper mind mention country assume officer. Quality low arm society.
Represent skill letter because.",Sold
401,5578,2023-12-31,Apartment,736 Martinez Knoll,Reedstad,SC,62357,USA,2779907,7,2,11360,11276,2001,"Gym, Garage, Swimming Pool, Fireplace","Environment court senior. May produce nature among light room music.
Yet buy play too. Big step available. Morning serve rather soon fill.",Active
402,5965,2024-02-16,Apartment,62846 Lindsey Rapid,North Brittany,MA,39645,USA,302723,5,1,9960,10626,2011,Gym,Degree run read husband most tend. Little entire debate fund message tend four. Pull instead town civil seem. Likely next wall involve throw writer.,Pending
403,8858,2023-10-19,Apartment,90682 Jason Valleys,West Jenna,IL,68899,USA,1293368,2,2,8541,29326,1971,"Garden, Gym","Such difference design health field. Enjoy fly play fire step less. Far grow whose party.
Develop know under east analysis. Commercial lead partner adult sit road house tonight.",Sold
